,0,1
99,Delivery,Missing Items
100,Delivery,Positive
101,Positive,Delivery
102,Delivery,Company
103,Delivery,Positive
104,Positive,Delivery
105,Delivery,Positive
106,Delivery,Positive
107,Delivery,Positive
108,Delivery,Missing Items
109,Positive,Delivery
110,Positive,Delivery
111,Positive,Delivery
112,Positive,Delivery
113,Delivery,Missing Items
114,Deffect,Delivery
115,Positive,Delivery
116,Positive,Delivery
117,Positive,Delivery
118,Positive,Delivery
119,Delivery,Positive
120,Positive,Delivery
121,Positive,Delivery
122,Delivery,Positive
123,Positive,Delivery
124,Positive,Delivery
125,Positive,Delivery
126,Company,Deffect
127,Positive,Delivery
128,Positive,Delivery
129,Positive,Delivery
130,Positive,Delivery
131,Positive,Delivery
132,Delivery,Positive
133,Positive,Delivery
134,Delivery,Positive
135,Delivery,Company
136,Positive,Delivery
137,Positive,Delivery
138,Delivery,Positive
139,Positive,Delivery
140,Positive,Delivery
141,Delivery,Positive
142,Positive,Delivery
143,Delivery,Positive
144,Delivery,Positive
145,Positive,Delivery
146,Positive,Delivery
147,Positive,Company
148,Delivery,Positive
149,Positive,Delivery
150,Positive,Delivery
151,Positive,Delivery
152,Delivery,Positive
153,Delivery,Missing Items
154,Positive,Delivery
155,Delivery,Positive
156,Positive,Delivery
157,Positive,Delivery
158,Wrong Item,Delivery
159,Positive,Delivery
160,Positive,Delivery
161,Positive,Delivery
162,Positive,Delivery
163,Positive,Delivery
164,Missing Items,Delivery
165,Positive,Delivery
166,Delivery,Positive
167,Delivery,Positive
168,Delivery,Positive
169,Positive,Delivery
170,Positive,Delivery
171,Positive,Delivery
172,Positive,Delivery
173,Delivery,Positive
174,Positive,Delivery
175,Delivery,Positive
176,Positive,Delivery
177,Positive,Delivery
178,Delivery,Positive
179,Positive,Delivery
180,Delivery,Positive
181,Positive,Delivery
182,Delivery,Positive
183,Positive,Delivery
184,Delivery,Positive
185,Positive,Delivery
186,Delivery,Company
187,Positive,Delivery
188,Delivery,Positive
189,Positive,Delivery
190,Positive,Delivery
191,Delivery,Positive
192,Delivery,Others
193,Wrong Item,Deffect
194,Delivery,Positive
195,Delivery,Positive
196,Positive,Delivery
197,Delivery,Positive
198,Positive,Delivery
199,Delivery,Positive
200,Positive,Delivery
201,Delivery,Positive
202,Delivery,Wrong Item
203,Positive,Delivery
204,Delivery,Positive
205,Delivery,Positive
206,Delivery,Positive
207,Positive,Delivery
208,Positive,Delivery
209,Delivery,Positive
210,Positive,Delivery
211,Delivery,Positive
212,Positive,Delivery
213,Delivery,Positive
214,Positive,Delivery
215,Delivery,Positive
216,Delivery,Positive
217,Positive,Delivery
218,Deffect,Wrong Item
219,Delivery,Deffect
220,Delivery,Positive
221,Positive,Delivery
222,Positive,Delivery
223,Positive,Delivery
224,Delivery,Positive
225,Positive,Delivery
226,Delivery,Positive
227,Delivery,Positive
228,Delivery,Positive
229,Delivery,Positive
230,Delivery,Positive
231,Delivery,Positive
232,Wrong Item,Positive
233,Delivery,Positive
234,Positive,Delivery
235,Delivery,Positive
236,Delivery,Positive
237,Delivery,Positive
238,Delivery,Positive
239,Positive,Delivery
240,Delivery,Positive
241,Delivery,Positive
242,Delivery,Positive
243,Positive,Delivery
244,Delivery,Positive
245,Positive,Delivery
246,Positive,Delivery
247,Deffect,Wrong Item
248,Delivery,Missing Items
249,Delivery,Missing Items
250,Delivery,Wrong Item
251,Delivery,Wrong Item
252,Wrong Item,Delivery
253,Delivery,Positive
254,Wrong Item,Deffect
255,Positive,Delivery
256,Missing Items,Delivery
257,Delivery,Wrong Item
258,Positive,Delivery
259,Delivery,Positive
260,Positive,Delivery
261,Positive,Delivery
262,Delivery,Positive
263,Delivery,Positive
264,Delivery,Positive
265,Delivery,Positive
266,Delivery,Positive
267,Positive,Delivery
268,Positive,Delivery
269,Positive,Delivery
270,Delivery,Deffect
271,Positive,Delivery
272,Delivery,Positive
273,Positive,Company
274,Positive,Delivery
275,Positive,Delivery
276,Positive,Delivery
277,Positive,Delivery
278,Positive,Delivery
279,Delivery,Positive
280,Delivery,Positive
281,Positive,Delivery
282,Delivery,Positive
283,Positive,Delivery
284,Positive,Delivery
285,Delivery,Positive
286,Positive,Delivery
287,Positive,Delivery
288,Delivery,Positive
289,Positive,Delivery
290,Delivery,Positive
291,Delivery,Positive
292,Positive,Delivery
293,Delivery,Company
294,Positive,Company
295,Delivery,Positive
296,Deffect,Delivery
297,Delivery,Positive
298,Missing Items,Delivery
299,Positive,Delivery
300,Positive,Delivery
301,Delivery,Positive
302,Positive,Company
303,Delivery,Positive
304,Delivery,Positive
305,Delivery,Positive
306,Positive,Delivery
307,Positive,Delivery
308,Delivery,Positive
309,Deffect,Wrong Item
310,Positive,Delivery
311,Wrong Item,Deffect
312,Positive,Delivery
313,Positive,Delivery
314,Positive,Delivery
315,Positive,Delivery
316,Delivery,Positive
317,Delivery,Positive
318,Positive,Delivery
319,Delivery,Company
320,Delivery,Positive
321,Positive,Delivery
322,Positive,Delivery
323,Delivery,Positive
324,Positive,Delivery
325,Positive,Delivery
326,Delivery,Positive
327,Positive,Delivery
328,Positive,Delivery
329,Positive,Others
330,Delivery,Missing Items
331,Delivery,Positive
332,Delivery,Positive
333,Positive,Delivery
334,Positive,Delivery
335,Positive,Delivery
336,Positive,Delivery
337,Positive,Delivery
338,Delivery,Positive
339,Delivery,Positive
340,Positive,Delivery
341,Delivery,Positive
342,Delivery,Positive
343,Delivery,Positive
344,Delivery,Positive
345,Delivery,Positive
346,Delivery,Positive
347,Delivery,Positive
348,Delivery,Positive
349,Positive,Delivery
350,Positive,Delivery
351,Positive,Delivery
352,Positive,Delivery
353,Positive,Delivery
354,Positive,Delivery
355,Positive,Delivery
356,Positive,Delivery
357,Positive,Delivery
358,Positive,Delivery
359,Delivery,Positive
360,Delivery,Positive
361,Positive,Company
362,Positive,Delivery
363,Positive,Delivery
364,Positive,Delivery
365,Positive,Delivery
366,Positive,Delivery
367,Delivery,Positive
368,Delivery,Positive
369,Delivery,Positive
370,Positive,Delivery
371,Positive,Delivery
372,Positive,Delivery
373,Positive,Delivery
374,Positive,Delivery
375,Positive,Delivery
376,Positive,Delivery
377,Positive,Delivery
378,Delivery,Positive
379,Positive,Delivery
380,Delivery,Positive
381,Delivery,Positive
382,Positive,Delivery
383,Positive,Delivery
384,Positive,Delivery
385,Positive,Delivery
386,Positive,Delivery
387,Positive,Delivery
388,Positive,Delivery
389,Delivery,Positive
390,Positive,Company
391,Delivery,Positive
392,Positive,Delivery
393,Positive,Delivery
394,Delivery,Positive
395,Delivery,Positive
396,Positive,Delivery
397,Positive,Delivery
398,Positive,Delivery
399,Positive,Delivery
400,Delivery,Positive
401,Delivery,Positive
402,Positive,Delivery
403,Delivery,Positive
404,Positive,Delivery
405,Positive,Delivery
406,Positive,Delivery
407,Positive,Delivery
408,Delivery,Positive
409,Positive,Delivery
410,Positive,Delivery
411,Delivery,Positive
412,Delivery,Positive
413,Delivery,Positive
414,Delivery,Positive
415,Delivery,Positive
416,Delivery,Positive
417,Delivery,Positive
418,Delivery,Positive
419,Delivery,Positive
420,Delivery,Positive
421,Positive,Delivery
422,Delivery,Positive
423,Positive,Delivery
424,Positive,Delivery
425,Delivery,Positive
426,Delivery,Missing Items
427,Delivery,Wrong Item
428,Delivery,Positive
429,Delivery,Positive
430,Missing Items,Delivery
431,Positive,Delivery
432,Positive,Delivery
433,Delivery,Positive
434,Positive,Delivery
435,Positive,Delivery
436,Delivery,Positive
437,Positive,Delivery
438,Delivery,Positive
439,Delivery,Positive
440,Positive,Delivery
441,Delivery,Positive
442,Positive,Delivery
443,Delivery,Positive
444,Positive,Delivery
445,Delivery,Positive
446,Positive,Delivery
447,Positive,Company
448,Positive,Company
449,Deffect,Missing Items
450,Wrong Item,Deffect
451,Deffect,Wrong Item
452,Positive,Deffect
453,Positive,Delivery
454,Positive,Others
455,Positive,Missing Items
456,Positive,Deffect
457,Others,Deffect
458,Wrong Item,Deffect
459,Positive,Others
460,Delivery,Positive
461,Positive,Delivery
462,Positive,Company
463,Delivery,Positive
464,Positive,Others
465,Delivery,Positive
466,Positive,Delivery
467,Positive,Others
468,Positive,Others
469,Positive,Wrong Item
470,Positive,Company
471,Positive,Delivery
472,Positive,Others
473,Positive,Others
474,Positive,Delivery
475,Positive,Others
476,Positive,Others
477,Positive,Delivery
478,Positive,Delivery
479,Delivery,Positive
480,Positive,Others
481,Delivery,Positive
482,Positive,Delivery
483,Positive,Others
484,Positive,Delivery
485,Positive,Others
486,Positive,Delivery
487,Positive,Delivery
488,Positive,Company
489,Positive,Delivery
490,Positive,Delivery
491,Positive,Delivery
492,Positive,Delivery
493,Positive,Others
494,Positive,Others
495,Positive,Others
496,Positive,Others
497,Positive,Others
498,Positive,Others
499,Positive,Others
500,Positive,Others
501,Positive,Deffect
502,Positive,Delivery
503,Positive,Delivery
504,Positive,Delivery
505,Positive,Delivery
506,Positive,Delivery
507,Positive,Others
508,Positive,Delivery
509,Positive,Missing Items
510,Positive,Company
511,Positive,Others
512,Positive,Company
513,Positive,Company
514,Positive,Others
515,Positive,Delivery
516,Positive,Delivery
517,Positive,Others
518,Positive,Others
519,Positive,Deffect
520,Positive,Delivery
521,Positive,Company
522,Delivery,Positive
523,Positive,Others
524,Positive,Others
525,Positive,Others
526,Positive,Deffect
527,Positive,Company
528,Positive,Missing Items
529,Positive,Others
530,Positive,Company
531,Positive,Company
532,Positive,Others
533,Delivery,Positive
534,Delivery,Positive
535,Positive,Company
536,Delivery,Positive
537,Positive,Others
538,Positive,Delivery
539,Positive,Delivery
540,Positive,Delivery
541,Delivery,Positive
542,Positive,Delivery
543,Positive,Delivery
544,Positive,Delivery
545,Positive,Delivery
546,Positive,Delivery
547,Positive,Delivery
548,Positive,Delivery
549,Positive,Delivery
550,Positive,Delivery
551,Delivery,Positive
552,Positive,Delivery
553,Positive,Others
554,Delivery,Positive
555,Positive,Company
556,Positive,Delivery
557,Positive,Others
558,Positive,Company
559,Positive,Company
560,Positive,Delivery
561,Positive,Delivery
562,Positive,Delivery
563,Positive,Others
564,Positive,Delivery
565,Positive,Delivery
566,Positive,Company
567,Positive,Delivery
568,Positive,Delivery
569,Positive,Delivery
570,Positive,Company
571,Positive,Others
572,Positive,Company
573,Positive,Delivery
574,Positive,Delivery
575,Positive,Delivery
576,Positive,Others
577,Positive,Delivery
578,Positive,Delivery
579,Positive,Company
580,Positive,Others
581,Positive,Others
582,Positive,Others
583,Positive,Delivery
584,Positive,Others
585,Positive,Others
586,Positive,Delivery
587,Positive,Delivery
588,Positive,Delivery
589,Positive,Delivery
590,Positive,Others
591,Positive,Others
592,Positive,Delivery
593,Positive,Delivery
594,Delivery,Positive
595,Positive,Delivery
596,Positive,Delivery
597,Positive,Delivery
598,Delivery,Positive
599,Positive,Delivery
600,Positive,Delivery
601,Delivery,Positive
602,Delivery,Positive
603,Positive,Delivery
604,Positive,Delivery
605,Positive,Delivery
606,Delivery,Others
607,Positive,Delivery
608,Positive,Delivery
609,Positive,Delivery
610,Positive,Delivery
611,Positive,Delivery
612,Positive,Delivery
613,Positive,Delivery
614,Delivery,Positive
615,Positive,Company
616,Positive,Delivery
617,Positive,Others
618,Positive,Delivery
619,Positive,Delivery
620,Positive,Delivery
621,Positive,Others
622,Positive,Company
623,Positive,Delivery
624,Positive,Others
625,Positive,Delivery
626,Positive,Company
627,Positive,Delivery
628,Positive,Delivery
629,Positive,Company
630,Positive,Missing Items
631,Positive,Delivery
632,Positive,Others
633,Positive,Others
634,Positive,Others
635,Positive,Delivery
636,Positive,Company
637,Positive,Company
638,Positive,Others
639,Positive,Others
640,Positive,Others
641,Positive,Others
642,Positive,Others
643,Positive,Others
644,Positive,Delivery
645,Positive,Others
646,Positive,Others
647,Positive,Others
648,Positive,Others
649,Positive,Others
650,Positive,Others
651,Positive,Others
652,Positive,Others
653,Positive,Others
654,Positive,Others
655,Positive,Others
656,Positive,Others
657,Positive,Others
658,Wrong Item,Deffect
659,Positive,Delivery
660,Positive,Company
661,Wrong Item,Deffect
662,Delivery,Positive
663,Delivery,Positive
664,Delivery,Positive
665,Positive,Delivery
666,Positive,Others
667,Positive,Others
668,Positive,Delivery
669,Positive,Delivery
670,Positive,Delivery
671,Positive,Others
672,Delivery,Positive
673,Positive,Delivery
674,Positive,Delivery
675,Positive,Delivery
676,Positive,Delivery
677,Delivery,Positive
678,Positive,Others
679,Positive,Others
680,Positive,Delivery
681,Positive,Deffect
682,Positive,Delivery
683,Positive,Delivery
684,Positive,Others
685,Positive,Delivery
686,Wrong Item,Company
687,Deffect,Others
688,Positive,Others
689,Positive,Others
690,Positive,Others
691,Positive,Others
692,Wrong Item,Missing Items
693,Wrong Item,Deffect
694,Positive,Others
695,Wrong Item,Deffect
696,Positive,Delivery
697,Positive,Company
698,Missing Items,Wrong Item
699,Wrong Item,Deffect
700,Wrong Item,Missing Items
701,Delivery,Positive
702,Delivery,Positive
703,Delivery,Positive
704,Delivery,Positive
705,Delivery,Positive
706,Positive,Delivery
707,Positive,Delivery
708,Delivery,Positive
709,Positive,Delivery
710,Positive,Delivery
711,Positive,Delivery
712,Positive,Delivery
713,Positive,Company
714,Positive,Company
715,Positive,Delivery
716,Positive,Others
717,Positive,Delivery
718,Positive,Delivery
719,Positive,Delivery
720,Delivery,Positive
721,Delivery,Positive
722,Positive,Delivery
723,Positive,Delivery
724,Positive,Delivery
725,Positive,Delivery
726,Positive,Others
727,Positive,Others
728,Positive,Delivery
729,Positive,Delivery
730,Positive,Company
731,Positive,Delivery
732,Positive,Delivery
733,Delivery,Positive
734,Wrong Item,Missing Items
735,Positive,Others
736,Positive,Company
737,Wrong Item,Missing Items
738,Deffect,Wrong Item
739,Delivery,Positive
740,Positive,Missing Items
741,Delivery,Positive
742,Missing Items,Positive
743,Positive,Others
744,Positive,Missing Items
745,Wrong Item,Missing Items
746,Wrong Item,Delivery
747,Wrong Item,Missing Items
748,Positive,Company
749,Missing Items,Delivery
750,Missing Items,Positive
751,Missing Items,Positive
752,Missing Items,Delivery
753,Missing Items,Delivery
754,Missing Items,Deffect
755,Missing Items,Delivery
756,Missing Items,Deffect
757,Missing Items,Delivery
758,Missing Items,Delivery
759,Missing Items,Delivery
760,Missing Items,Delivery
761,Missing Items,Delivery
762,Missing Items,Deffect
763,Missing Items,Positive
764,Missing Items,Positive
765,Missing Items,Positive
766,Missing Items,Wrong Item
767,Missing Items,Delivery
768,Missing Items,Positive
769,Missing Items,Positive
770,Missing Items,Delivery
771,Missing Items,Delivery
772,Positive,Delivery
773,Missing Items,Company
774,Positive,Others
775,Positive,Company
776,Delivery,Missing Items
777,Positive,Company
778,Delivery,Positive
779,Positive,Deffect
780,Wrong Item,Deffect
781,Positive,Company
782,Positive,Company
783,Positive,Delivery
784,Positive,Delivery
785,Positive,Delivery
786,Missing Items,Deffect
787,Positive,Delivery
788,Positive,Others
789,Positive,Company
790,Delivery,Positive
791,Positive,Others
792,Wrong Item,Deffect
793,Wrong Item,Missing Items
794,Positive,Others
795,Positive,Others
796,Positive,Delivery
797,Positive,Others
798,Positive,Others
799,Delivery,Positive
800,Delivery,Positive
801,Delivery,Positive
802,Delivery,Positive
803,Wrong Item,Deffect
804,Delivery,Positive
805,Positive,Missing Items
806,Delivery,Positive
807,Positive,Company
808,Positive,Others
809,Positive,Wrong Item
810,Positive,Others
811,Positive,Delivery
812,Positive,Delivery
813,Delivery,Positive
814,Wrong Item,Deffect
815,Positive,Company
816,Positive,Others
817,Delivery,Company
818,Deffect,Wrong Item
819,Positive,Company
820,Delivery,Positive
821,Wrong Item,Deffect
822,Delivery,Positive
823,Delivery,Positive
824,Positive,Company
825,Wrong Item,Missing Items
826,Positive,Others
827,Delivery,Positive
828,Delivery,Missing Items
829,Positive,Others
830,Positive,Company
831,Others,Deffect
832,Delivery,Company
833,Deffect,Delivery
834,Delivery,Deffect
835,Delivery,Missing Items
836,Missing Items,Wrong Item
837,Others,Delivery
838,Wrong Item,Deffect
839,Delivery,Others
840,Wrong Item,Deffect
841,Delivery,Missing Items
842,Delivery,Positive
843,Company,Deffect
844,Wrong Item,Deffect
845,Missing Items,Wrong Item
846,Missing Items,Wrong Item
847,Missing Items,Delivery
848,Delivery,Company
849,Positive,Delivery
850,Positive,Company
851,Positive,Delivery
852,Positive,Delivery
853,Positive,Delivery
854,Positive,Delivery
855,Delivery,Deffect
856,Delivery,Positive
857,Positive,Delivery
858,Positive,Company
859,Missing Items,Delivery
860,Positive,Delivery
861,Others,Missing Items
862,Positive,Company
863,Positive,Company
864,Positive,Missing Items
865,Positive,Company
866,Positive,Others
867,Positive,Company
868,Delivery,Positive
869,Positive,Delivery
870,Positive,Delivery
871,Positive,Others
872,Positive,Company
873,Positive,Company
874,Delivery,Positive
875,Positive,Delivery
876,Others,Positive
877,Positive,Delivery
878,Positive,Company
879,Positive,Others
880,Positive,Company
881,Positive,Delivery
882,Delivery,Others
883,Delivery,Others
884,Positive,Delivery
885,Positive,Delivery
886,Delivery,Positive
887,Positive,Delivery
888,Delivery,Others
889,Positive,Delivery
890,Delivery,Positive
891,Positive,Delivery
892,Positive,Others
893,Positive,Delivery
894,Others,Positive
895,Delivery,Positive
896,Company,Missing Items
897,Missing Items,Positive
898,Delivery,Missing Items
899,Missing Items,Delivery
900,Missing Items,Wrong Item
901,Missing Items,Delivery
902,Positive,Delivery
903,Wrong Item,Missing Items
904,Delivery,Missing Items
905,Positive,Company
906,Missing Items,Delivery
907,Missing Items,Wrong Item
908,Delivery,Wrong Item
909,Delivery,Missing Items
910,Delivery,Positive
911,Wrong Item,Missing Items
912,Missing Items,Positive
913,Missing Items,Delivery
914,Missing Items,Delivery
915,Missing Items,Delivery
916,Missing Items,Wrong Item
917,Missing Items,Wrong Item
918,Positive,Delivery
919,Delivery,Positive
920,Delivery,Missing Items
921,Positive,Delivery
922,Missing Items,Delivery
923,Delivery,Positive
924,Delivery,Others
925,Delivery,Positive
926,Positive,Delivery
927,Delivery,Positive
928,Company,Positive
929,Positive,Delivery
930,Positive,Company
931,Positive,Others
932,Positive,Company
933,Delivery,Company
934,Deffect,Missing Items
935,Missing Items,Positive
936,Company,Delivery
937,Company,Deffect
938,Company,Delivery
939,Missing Items,Wrong Item
940,Wrong Item,Others
941,Wrong Item,Deffect
942,Wrong Item,Missing Items
943,Missing Items,Delivery
944,Delivery,Others
945,Missing Items,Wrong Item
946,Missing Items,Delivery
947,Delivery,Missing Items
948,Delivery,Missing Items
949,Delivery,Wrong Item
950,Wrong Item,Deffect
951,Delivery,Deffect
952,Delivery,Missing Items
953,Delivery,Company
954,Delivery,Positive
955,Wrong Item,Missing Items
956,Delivery,Missing Items
957,Deffect,Missing Items
958,Wrong Item,Deffect
959,Missing Items,Delivery
960,Company,Others
961,Wrong Item,Delivery
962,Missing Items,Deffect
963,Missing Items,Deffect
964,Company,Deffect
965,Delivery,Deffect
966,Missing Items,Deffect
967,Missing Items,Positive
968,Missing Items,Delivery
969,Delivery,Missing Items
970,Missing Items,Delivery
971,Company,Missing Items
972,Missing Items,Deffect
973,Wrong Item,Delivery
974,Company,Wrong Item
975,Missing Items,Wrong Item
976,Wrong Item,Missing Items
977,Wrong Item,Others
978,Delivery,Others
979,Missing Items,Positive
980,Missing Items,Company
981,Missing Items,Others
982,Missing Items,Wrong Item
983,Missing Items,Company
984,Delivery,Missing Items
985,Others,Missing Items
986,Missing Items,Others
987,Company,Others
988,Missing Items,Delivery
989,Missing Items,Positive
990,Missing Items,Wrong Item
991,Deffect,Delivery
992,Missing Items,Deffect
993,Missing Items,Deffect
994,Positive,Others
995,Delivery,Deffect
996,Deffect,Missing Items
997,Company,Missing Items
998,Company,Missing Items
999,Delivery,Others
1000,Wrong Item,Missing Items
1001,Delivery,Missing Items
1002,Missing Items,Positive
1003,Others,Missing Items
1004,Delivery,Deffect
1005,Missing Items,Delivery
1006,Positive,Delivery
1007,Positive,Delivery
1008,Deffect,Wrong Item
1009,Deffect,Wrong Item
1010,Missing Items,Delivery
1011,Missing Items,Wrong Item
1012,Delivery,Others
1013,Delivery,Missing Items
1014,Delivery,Missing Items
1015,Delivery,Positive
1016,Missing Items,Deffect
1017,Delivery,Missing Items
1018,Missing Items,Delivery
1019,Delivery,Missing Items
1020,Others,Missing Items
1021,Deffect,Missing Items
1022,Delivery,Missing Items
1023,Positive,Delivery
1024,Positive,Others
1025,Others,Missing Items
1026,Missing Items,Positive
1027,Delivery,Deffect
1028,Delivery,Positive
1029,Positive,Delivery
1030,Delivery,Missing Items
1031,Delivery,Others
1032,Delivery,Missing Items
1033,Delivery,Positive
1034,Delivery,Others
1035,Delivery,Missing Items
1036,Delivery,Positive
1037,Missing Items,Others
1038,Deffect,Missing Items
1039,Positive,Delivery
1040,Delivery,Missing Items
1041,Delivery,Others
1042,Delivery,Others
1043,Delivery,Missing Items
1044,Delivery,Missing Items
1045,Delivery,Missing Items
1046,Delivery,Positive
1047,Positive,Delivery
1048,Missing Items,Delivery
1049,Delivery,Missing Items
1050,Delivery,Missing Items
1051,Delivery,Positive
1052,Positive,Delivery
1053,Missing Items,Wrong Item
1054,Delivery,Positive
1055,Delivery,Positive
1056,Delivery,Positive
1057,Delivery,Positive
1058,Delivery,Positive
1059,Delivery,Others
1060,Delivery,Deffect
1061,Missing Items,Delivery
1062,Delivery,Deffect
1063,Deffect,Missing Items
1064,Delivery,Missing Items
1065,Delivery,Deffect
1066,Delivery,Missing Items
1067,Delivery,Positive
1068,Delivery,Deffect
1069,Delivery,Positive
1070,Delivery,Positive
1071,Positive,Delivery
1072,Positive,Others
1073,Positive,Delivery
1074,Positive,Delivery
1075,Delivery,Positive
1076,Positive,Others
1077,Positive,Others
1078,Missing Items,Deffect
1079,Delivery,Positive
1080,Positive,Others
1081,Positive,Missing Items
1082,Positive,Others
1083,Delivery,Company
1084,Positive,Company
1085,Wrong Item,Company
1086,Missing Items,Positive
1087,Positive,Others
1088,Positive,Delivery
1089,Delivery,Positive
1090,Delivery,Positive
1091,Delivery,Positive
1092,Positive,Missing Items
1093,Delivery,Positive
1094,Positive,Company
1095,Positive,Missing Items
1096,Positive,Delivery
1097,Positive,Company
1098,Positive,Others
1099,Missing Items,Others
1100,Positive,Company
1101,Delivery,Wrong Item
1102,Delivery,Positive
1103,Positive,Others
1104,Missing Items,Others
1105,Wrong Item,Missing Items
1106,Missing Items,Wrong Item
1107,Deffect,Others
1108,Delivery,Missing Items
1109,Delivery,Missing Items
1110,Delivery,Wrong Item
1111,Wrong Item,Missing Items
1112,Delivery,Wrong Item
1113,Missing Items,Company
1114,Missing Items,Wrong Item
1115,Missing Items,Delivery
1116,Wrong Item,Delivery
1117,Missing Items,Others
1118,Missing Items,Wrong Item
1119,Company,Others
1120,Missing Items,Deffect
1121,Company,Positive
1122,Missing Items,Delivery
1123,Missing Items,Deffect
1124,Delivery,Company
1125,Others,Missing Items
1126,Delivery,Others
1127,Positive,Wrong Item
1128,Missing Items,Company
1129,Positive,Others
1130,Delivery,Others
1131,Wrong Item,Delivery
1132,Deffect,Positive
1133,Delivery,Others
1134,Missing Items,Wrong Item
1135,Wrong Item,Deffect
1136,Delivery,Others
1137,Company,Wrong Item
1138,Deffect,Missing Items
1139,Delivery,Missing Items
1140,Missing Items,Delivery
1141,Others,Missing Items
1142,Positive,Delivery
1143,Positive,Delivery
1144,Delivery,Deffect
1145,Delivery,Missing Items
1146,Delivery,Others
1147,Positive,Deffect
1148,Positive,Company
1149,Others,Delivery
1150,Missing Items,Deffect
1151,Delivery,Positive
1152,Wrong Item,Missing Items
1153,Wrong Item,Delivery
1154,Company,Missing Items
1155,Wrong Item,Missing Items
1156,Company,Delivery
1157,Positive,Delivery
1158,Company,Positive
1159,Delivery,Positive
1160,Positive,Delivery
1161,Positive,Others
1162,Positive,Others
1163,Delivery,Positive
1164,Positive,Delivery
1165,Positive,Delivery
1166,Positive,Others
1167,Positive,Others
1168,Positive,Others
1169,Delivery,Positive
1170,Missing Items,Deffect
1171,Others,Deffect
1172,Positive,Delivery
1173,Delivery,Wrong Item
1174,Delivery,Missing Items
1175,Wrong Item,Others
1176,Delivery,Wrong Item
1177,Missing Items,Wrong Item
1178,Missing Items,Wrong Item
1179,Positive,Delivery
1180,Delivery,Positive
1181,Delivery,Wrong Item
1182,Delivery,Wrong Item
1183,Delivery,Positive
1184,Delivery,Positive
1185,Delivery,Positive
1186,Delivery,Missing Items
1187,Wrong Item,Missing Items
1188,Positive,Missing Items
1189,Delivery,Others
1190,Delivery,Others
1191,Delivery,Positive
1192,Delivery,Positive
1193,Delivery,Missing Items
1194,Positive,Company
1195,Positive,Missing Items
1196,Delivery,Deffect
1197,Delivery,Others
1198,Delivery,Company
1199,Others,Positive
1200,Delivery,Missing Items
1201,Delivery,Missing Items
1202,Delivery,Missing Items
1203,Positive,Delivery
1204,Delivery,Others
1205,Others,Positive
1206,Positive,Delivery
1207,Wrong Item,Positive
1208,Delivery,Deffect
1209,Delivery,Others
1210,Deffect,Missing Items
1211,Positive,Others
1212,Positive,Others
1213,Positive,Missing Items
1214,Deffect,Missing Items
1215,Delivery,Missing Items
1216,Missing Items,Company
1217,Missing Items,Positive
1218,Positive,Others
1219,Delivery,Positive
1220,Delivery,Others
1221,Others,Delivery
1222,Delivery,Positive
1223,Positive,Delivery
