,0,1
313,Missing Items,Others
314,Positive,Company
315,Wrong Item,Delivery
316,Wrong Item,Missing Items
317,Positive,Company
318,Positive,Company
319,Positive,Delivery
320,Delivery,Company
321,Positive,Company
322,Positive,Company
323,Positive,Company
324,Company,Positive
325,Company,Positive
326,Delivery,Company
327,Missing Items,Wrong Item
328,Delivery,Positive
329,Delivery,Others
330,Delivery,Others
331,Missing Items,Delivery
332,Missing Items,Company
333,Missing Items,Wrong Item
334,Deffect,Wrong Item
335,Delivery,Wrong Item
336,Company,Positive
337,Missing Items,Company
338,Wrong Item,Company
339,Positive,Delivery
340,Missing Items,Wrong Item
341,Positive,Delivery
342,Positive,Delivery
343,Positive,Company
344,Positive,Delivery
345,Positive,Company
346,Positive,Company
347,Positive,Company
348,Positive,Delivery
349,Company,Missing Items
350,Positive,Others
351,Positive,Others
352,Company,Positive
353,Positive,Others
354,Positive,Delivery
355,Positive,Company
356,Delivery,Positive
357,Positive,Delivery
358,Positive,Company
359,Company,Positive
360,Positive,Delivery
361,Delivery,Missing Items
362,Delivery,Positive
363,Delivery,Missing Items
364,Positive,Others
365,Positive,Deffect
366,Positive,Others
367,Positive,Deffect
368,Positive,Deffect
369,Positive,Others
370,Positive,Others
371,Delivery,Positive
372,Positive,Deffect
373,Positive,Deffect
374,Positive,Deffect
375,Company,Delivery
376,Delivery,Company
377,Positive,Company
378,Positive,Deffect
379,Positive,Others
380,Deffect,Positive
381,Positive,Company
382,Deffect,Missing Items
383,Deffect,Missing Items
384,Deffect,Missing Items
385,Deffect,Missing Items
386,Deffect,Missing Items
387,Deffect,Missing Items
388,Deffect,Missing Items
389,Missing Items,Deffect
390,Missing Items,Wrong Item
391,Deffect,Missing Items
392,Deffect,Wrong Item
393,Positive,Others
394,Missing Items,Deffect
395,Delivery,Missing Items
396,Positive,Deffect
397,Delivery,Missing Items
398,Missing Items,Wrong Item
399,Positive,Others
400,Delivery,Deffect
401,Deffect,Others
402,Missing Items,Deffect
403,Positive,Delivery
404,Deffect,Missing Items
405,Deffect,Missing Items
406,Deffect,Missing Items
407,Positive,Others
408,Positive,Company
409,Deffect,Others
410,Positive,Company
411,Positive,Company
412,Missing Items,Deffect
413,Missing Items,Deffect
414,Missing Items,Deffect
415,Missing Items,Deffect
416,Missing Items,Deffect
417,Missing Items,Deffect
418,Missing Items,Deffect
419,Missing Items,Delivery
420,Delivery,Others
421,Missing Items,Positive
422,Positive,Company
423,Delivery,Company
424,Delivery,Missing Items
425,Delivery,Wrong Item
426,Company,Positive
427,Others,Missing Items
428,Positive,Others
429,Positive,Company
430,Positive,Others
431,Positive,Others
432,Positive,Others
433,Company,Positive
434,Missing Items,Delivery
435,Missing Items,Others
436,Delivery,Missing Items
437,Delivery,Missing Items
438,Missing Items,Others
439,Wrong Item,Missing Items
440,Others,Delivery
441,Company,Positive
442,Deffect,Positive
443,Positive,Others
444,Company,Missing Items
445,Others,Wrong Item
446,Positive,Company
447,Company,Positive
448,Positive,Deffect
449,Positive,Deffect
450,Missing Items,Delivery
451,Positive,Company
452,Company,Positive
453,Positive,Company
454,Missing Items,Wrong Item
455,Positive,Delivery
456,Positive,Others
457,Delivery,Company
458,Company,Positive
459,Missing Items,Delivery
460,Delivery,Company
461,Others,Company
462,Delivery,Missing Items
463,Company,Positive
464,Missing Items,Deffect
465,Delivery,Others
466,Positive,Others
467,Delivery,Deffect
468,Delivery,Missing Items
469,Positive,Deffect
470,Delivery,Missing Items
471,Others,Company
472,Delivery,Others
473,Delivery,Missing Items
474,Company,Others
475,Positive,Missing Items
476,Delivery,Positive
477,Positive,Others
478,Delivery,Positive
479,Positive,Delivery
480,Positive,Delivery
481,Positive,Delivery
482,Positive,Delivery
483,Positive,Delivery
484,Positive,Others
485,Positive,Others
486,Positive,Company
487,Positive,Company
488,Delivery,Positive
489,Positive,Delivery
490,Positive,Company
491,Positive,Company
492,Positive,Company
493,Positive,Delivery
494,Positive,Delivery
495,Positive,Delivery
496,Delivery,Positive
497,Positive,Delivery
498,Delivery,Positive
499,Delivery,Positive
500,Positive,Company
501,Positive,Company
502,Positive,Delivery
503,Positive,Delivery
504,Positive,Company
505,Positive,Company
506,Positive,Company
507,Delivery,Positive
508,Positive,Company
509,Delivery,Positive
510,Positive,Delivery
511,Delivery,Positive
512,Positive,Delivery
513,Positive,Delivery
514,Positive,Delivery
515,Positive,Delivery
516,Positive,Delivery
517,Positive,Delivery
518,Positive,Delivery
519,Positive,Delivery
520,Positive,Delivery
521,Positive,Delivery
522,Positive,Delivery
523,Positive,Delivery
524,Positive,Delivery
525,Positive,Delivery
526,Positive,Delivery
527,Positive,Delivery
528,Positive,Delivery
529,Positive,Delivery
530,Positive,Delivery
531,Positive,Delivery
532,Positive,Others
533,Positive,Delivery
534,Positive,Delivery
535,Positive,Delivery
536,Positive,Delivery
537,Positive,Delivery
538,Positive,Delivery
539,Positive,Delivery
540,Positive,Delivery
541,Positive,Delivery
542,Positive,Delivery
543,Positive,Delivery
544,Positive,Delivery
545,Positive,Others
546,Positive,Company
547,Positive,Company
548,Positive,Delivery
549,Positive,Company
550,Positive,Company
551,Positive,Others
552,Positive,Others
553,Positive,Company
554,Positive,Delivery
555,Positive,Delivery
556,Positive,Delivery
557,Positive,Delivery
558,Positive,Delivery
559,Positive,Company
560,Positive,Delivery
561,Positive,Company
562,Delivery,Positive
563,Positive,Delivery
564,Positive,Company
565,Positive,Delivery
566,Positive,Delivery
567,Positive,Company
568,Positive,Delivery
569,Positive,Delivery
570,Positive,Others
571,Positive,Others
572,Positive,Others
573,Positive,Others
574,Positive,Others
575,Positive,Others
576,Positive,Others
577,Positive,Others
578,Positive,Others
579,Positive,Others
580,Positive,Others
581,Positive,Others
582,Positive,Others
583,Positive,Others
584,Positive,Others
585,Positive,Company
586,Positive,Delivery
587,Delivery,Positive
588,Positive,Others
589,Delivery,Positive
590,Positive,Company
591,Positive,Others
592,Positive,Others
593,Positive,Others
594,Positive,Others
595,Positive,Delivery
596,Positive,Delivery
597,Positive,Delivery
598,Positive,Others
599,Positive,Others
600,Positive,Others
601,Company,Positive
602,Positive,Others
603,Positive,Others
604,Positive,Delivery
605,Positive,Delivery
606,Delivery,Positive
607,Positive,Company
608,Positive,Delivery
609,Positive,Missing Items
610,Positive,Others
611,Positive,Missing Items
612,Wrong Item,Deffect
613,Positive,Others
614,Positive,Others
615,Wrong Item,Missing Items
616,Delivery,Positive
617,Positive,Delivery
618,Positive,Delivery
619,Delivery,Positive
620,Positive,Others
621,Positive,Others
622,Positive,Others
623,Positive,Delivery
624,Positive,Others
625,Positive,Others
626,Positive,Others
627,Deffect,Wrong Item
628,Delivery,Positive
629,Positive,Delivery
630,Delivery,Wrong Item
631,Wrong Item,Missing Items
632,Company,Positive
633,Delivery,Company
634,Company,Deffect
635,Others,Delivery
636,Delivery,Wrong Item
637,Wrong Item,Missing Items
638,Positive,Delivery
639,Positive,Delivery
640,Delivery,Deffect
641,Delivery,Positive
642,Positive,Company
643,Missing Items,Delivery
644,Missing Items,Delivery
645,Wrong Item,Positive
646,Positive,Others
647,Positive,Delivery
648,Company,Positive
649,Positive,Others
650,Positive,Delivery
651,Positive,Delivery
652,Positive,Delivery
653,Positive,Company
654,Positive,Company
655,Positive,Company
656,Delivery,Positive
657,Company,Positive
658,Positive,Company
659,Deffect,Positive
660,Missing Items,Deffect
661,Missing Items,Deffect
662,Missing Items,Others
663,Positive,Others
664,Positive,Others
665,Positive,Others
666,Positive,Delivery
667,Positive,Company
668,Positive,Company
669,Positive,Others
670,Positive,Delivery
671,Positive,Company
672,Positive,Company
673,Positive,Others
674,Positive,Delivery
675,Positive,Delivery
676,Delivery,Positive
677,Positive,Delivery
678,Positive,Delivery
679,Delivery,Positive
680,Positive,Company
681,Positive,Others
682,Positive,Delivery
683,Positive,Delivery
684,Delivery,Positive
685,Positive,Others
686,Positive,Others
687,Positive,Others
688,Delivery,Positive
689,Positive,Others
690,Positive,Others
691,Positive,Delivery
692,Positive,Delivery
693,Positive,Delivery
694,Delivery,Positive
695,Positive,Delivery
696,Positive,Delivery
697,Delivery,Positive
698,Delivery,Positive
699,Delivery,Others
700,Delivery,Positive
701,Delivery,Wrong Item
702,Delivery,Positive
703,Positive,Others
704,Positive,Missing Items
705,Positive,Missing Items
706,Positive,Missing Items
707,Positive,Missing Items
708,Positive,Missing Items
709,Positive,Missing Items
710,Positive,Delivery
711,Positive,Others
712,Delivery,Positive
713,Positive,Delivery
714,Delivery,Positive
715,Delivery,Positive
716,Delivery,Positive
717,Delivery,Company
718,Delivery,Positive
719,Delivery,Positive
720,Delivery,Positive
721,Positive,Delivery
722,Delivery,Positive
723,Delivery,Positive
724,Delivery,Positive
725,Delivery,Positive
726,Positive,Others
727,Positive,Others
728,Positive,Delivery
729,Positive,Missing Items
730,Delivery,Positive
731,Missing Items,Delivery
732,Deffect,Wrong Item
733,Deffect,Wrong Item
734,Deffect,Wrong Item
735,Deffect,Wrong Item
736,Deffect,Wrong Item
737,Positive,Others
738,Delivery,Positive
739,Positive,Others
740,Deffect,Company
741,Delivery,Others
742,Missing Items,Wrong Item
743,Positive,Others
744,Delivery,Others
745,Positive,Missing Items
746,Positive,Others
747,Positive,Company
748,Positive,Missing Items
749,Delivery,Wrong Item
750,Positive,Delivery
751,Positive,Others
752,Positive,Others
753,Positive,Delivery
754,Delivery,Positive
755,Positive,Others
756,Positive,Company
757,Positive,Others
758,Positive,Delivery
759,Positive,Missing Items
760,Positive,Missing Items
761,Wrong Item,Deffect
762,Missing Items,Wrong Item
763,Deffect,Wrong Item
764,Delivery,Positive
765,Delivery,Positive
766,Positive,Others
767,Positive,Missing Items
768,Wrong Item,Missing Items
769,Positive,Delivery
770,Wrong Item,Missing Items
771,Wrong Item,Missing Items
772,Wrong Item,Missing Items
773,Positive,Missing Items
774,Delivery,Positive
775,Missing Items,Wrong Item
776,Positive,Delivery
777,Positive,Deffect
778,Positive,Missing Items
779,Positive,Missing Items
780,Positive,Delivery
781,Positive,Others
782,Positive,Delivery
783,Positive,Delivery
784,Positive,Others
785,Positive,Missing Items
786,Positive,Missing Items
787,Positive,Missing Items
788,Positive,Delivery
789,Positive,Missing Items
790,Missing Items,Wrong Item
791,Positive,Company
792,Positive,Missing Items
793,Positive,Delivery
794,Positive,Missing Items
795,Missing Items,Positive
796,Delivery,Positive
797,Delivery,Positive
798,Positive,Delivery
799,Positive,Delivery
800,Positive,Company
801,Positive,Company
802,Positive,Company
803,Positive,Deffect
804,Positive,Delivery
805,Positive,Others
806,Positive,Missing Items
807,Positive,Missing Items
808,Positive,Missing Items
809,Positive,Delivery
810,Positive,Company
811,Wrong Item,Company
812,Positive,Missing Items
813,Wrong Item,Deffect
814,Delivery,Wrong Item
815,Missing Items,Wrong Item
816,Missing Items,Wrong Item
817,Delivery,Missing Items
818,Delivery,Positive
819,Delivery,Wrong Item
820,Missing Items,Positive
821,Positive,Missing Items
822,Positive,Delivery
823,Missing Items,Wrong Item
824,Wrong Item,Missing Items
825,Missing Items,Wrong Item
826,Positive,Others
827,Positive,Delivery
828,Deffect,Missing Items
829,Missing Items,Wrong Item
830,Wrong Item,Deffect
831,Wrong Item,Delivery
832,Positive,Others
833,Positive,Others
834,Positive,Others
835,Missing Items,Deffect
836,Missing Items,Delivery
837,Missing Items,Deffect
838,Deffect,Missing Items
839,Delivery,Deffect
840,Positive,Missing Items
841,Positive,Missing Items
842,Positive,Company
843,Positive,Company
844,Delivery,Positive
845,Delivery,Positive
846,Positive,Delivery
847,Company,Positive
848,Delivery,Positive
849,Positive,Company
850,Positive,Company
851,Positive,Others
852,Positive,Company
853,Positive,Others
854,Positive,Delivery
855,Positive,Delivery
856,Positive,Others
857,Positive,Others
858,Positive,Others
859,Positive,Delivery
860,Positive,Delivery
861,Positive,Company
862,Positive,Delivery
863,Positive,Delivery
864,Positive,Company
865,Positive,Delivery
866,Positive,Delivery
867,Positive,Delivery
868,Positive,Delivery
869,Positive,Delivery
870,Delivery,Positive
871,Positive,Others
872,Positive,Others
873,Positive,Others
874,Positive,Others
875,Positive,Deffect
876,Positive,Others
877,Positive,Others
878,Positive,Others
879,Positive,Others
880,Positive,Others
881,Positive,Others
882,Positive,Others
883,Positive,Others
884,Positive,Others
885,Positive,Others
886,Positive,Others
887,Positive,Others
888,Positive,Others
889,Positive,Others
890,Positive,Others
891,Positive,Others
892,Positive,Others
893,Positive,Others
894,Positive,Others
895,Positive,Others
896,Positive,Others
897,Positive,Others
898,Positive,Others
899,Positive,Others
900,Positive,Others
901,Positive,Others
902,Positive,Others
903,Positive,Others
904,Positive,Company
905,Positive,Others
906,Positive,Delivery
907,Positive,Delivery
908,Positive,Delivery
909,Positive,Others
910,Positive,Delivery
911,Positive,Others
912,Positive,Delivery
913,Positive,Delivery
914,Positive,Others
915,Positive,Company
916,Delivery,Positive
917,Positive,Delivery
918,Positive,Delivery
919,Positive,Delivery
920,Delivery,Deffect
921,Positive,Delivery
922,Delivery,Missing Items
923,Positive,Missing Items
924,Wrong Item,Positive
925,Positive,Others
926,Delivery,Others
927,Positive,Delivery
928,Positive,Others
929,Positive,Others
930,Positive,Others
931,Positive,Others
932,Positive,Others
933,Delivery,Positive
934,Positive,Missing Items
935,Positive,Missing Items
936,Positive,Delivery
937,Positive,Delivery
938,Positive,Delivery
939,Positive,Others
940,Delivery,Positive
941,Delivery,Positive
942,Delivery,Positive
943,Delivery,Positive
944,Delivery,Positive
945,Delivery,Positive
946,Delivery,Positive
947,Positive,Others
948,Positive,Delivery
949,Delivery,Positive
950,Delivery,Positive
951,Positive,Delivery
952,Positive,Delivery
953,Positive,Others
954,Positive,Others
955,Positive,Others
956,Delivery,Positive
957,Positive,Others
958,Positive,Others
959,Positive,Others
960,Positive,Others
961,Positive,Others
962,Positive,Others
963,Positive,Others
964,Positive,Others
965,Positive,Others
966,Positive,Others
967,Positive,Others
968,Positive,Others
969,Positive,Others
970,Positive,Others
971,Positive,Others
972,Positive,Others
973,Positive,Delivery
974,Positive,Others
975,Positive,Delivery
976,Positive,Delivery
977,Positive,Others
978,Delivery,Positive
979,Delivery,Positive
980,Delivery,Positive
981,Positive,Delivery
982,Positive,Delivery
983,Positive,Others
984,Positive,Others
985,Positive,Others
986,Missing Items,Positive
987,Positive,Others
988,Positive,Others
989,Positive,Others
990,Positive,Others
991,Positive,Others
992,Positive,Others
993,Positive,Others
994,Positive,Others
995,Positive,Others
996,Positive,Others
997,Positive,Others
998,Positive,Others
999,Positive,Others
1000,Positive,Others
1001,Positive,Delivery
1002,Positive,Others
1003,Positive,Others
1004,Positive,Others
1005,Positive,Delivery
1006,Positive,Others
1007,Positive,Delivery
1008,Company,Positive
1009,Positive,Others
1010,Positive,Others
1011,Delivery,Positive
1012,Positive,Delivery
1013,Positive,Company
1014,Positive,Delivery
1015,Positive,Delivery
1016,Positive,Delivery
1017,Positive,Delivery
1018,Positive,Company
1019,Positive,Company
1020,Positive,Company
1021,Positive,Delivery
1022,Positive,Company
1023,Positive,Company
1024,Positive,Delivery
1025,Positive,Others
1026,Delivery,Positive
1027,Positive,Others
1028,Positive,Company
1029,Positive,Others
1030,Positive,Others
1031,Positive,Others
1032,Positive,Others
1033,Positive,Delivery
1034,Delivery,Positive
1035,Delivery,Positive
1036,Positive,Company
1037,Positive,Others
1038,Delivery,Positive
1039,Positive,Delivery
1040,Positive,Company
1041,Positive,Delivery
1042,Positive,Others
1043,Positive,Others
1044,Positive,Delivery
1045,Positive,Company
1046,Positive,Missing Items
1047,Delivery,Missing Items
1048,Positive,Delivery
1049,Positive,Delivery
1050,Delivery,Positive
1051,Positive,Delivery
1052,Delivery,Others
1053,Positive,Delivery
1054,Positive,Delivery
1055,Positive,Delivery
1056,Positive,Others
1057,Positive,Company
1058,Positive,Others
1059,Positive,Others
1060,Positive,Others
1061,Positive,Others
1062,Positive,Deffect
1063,Company,Delivery
1064,Positive,Delivery
1065,Positive,Company
1066,Positive,Others
1067,Positive,Company
1068,Positive,Company
1069,Positive,Company
1070,Positive,Delivery
1071,Positive,Delivery
1072,Positive,Delivery
1073,Positive,Delivery
1074,Positive,Delivery
1075,Positive,Others
1076,Positive,Delivery
1077,Positive,Delivery
1078,Positive,Company
1079,Positive,Others
1080,Positive,Delivery
1081,Positive,Others
1082,Positive,Company
1083,Positive,Others
1084,Positive,Others
1085,Positive,Others
1086,Delivery,Positive
1087,Positive,Others
1088,Positive,Company
1089,Positive,Delivery
1090,Positive,Company
1091,Positive,Company
1092,Positive,Delivery
1093,Positive,Others
1094,Positive,Others
1095,Positive,Company
1096,Positive,Missing Items
1097,Positive,Company
1098,Positive,Delivery
1099,Delivery,Positive
1100,Positive,Delivery
1101,Positive,Others
1102,Positive,Others
1103,Positive,Others
1104,Positive,Others
1105,Positive,Delivery
1106,Missing Items,Others
1107,Company,Positive
1108,Positive,Company
1109,Positive,Others
1110,Company,Delivery
1111,Positive,Company
1112,Positive,Others
1113,Delivery,Positive
1114,Positive,Others
1115,Positive,Delivery
1116,Positive,Others
1117,Positive,Others
1118,Positive,Others
1119,Positive,Others
1120,Positive,Delivery
1121,Wrong Item,Company
1122,Positive,Company
1123,Positive,Company
1124,Positive,Others
1125,Positive,Missing Items
1126,Delivery,Positive
1127,Positive,Others
1128,Positive,Company
1129,Positive,Company
1130,Positive,Others
1131,Delivery,Positive
1132,Company,Positive
1133,Positive,Others
1134,Company,Positive
1135,Positive,Company
1136,Positive,Delivery
1137,Positive,Others
1138,Positive,Delivery
1139,Positive,Delivery
1140,Positive,Others
1141,Positive,Delivery
1142,Positive,Delivery
1143,Delivery,Positive
1144,Delivery,Positive
1145,Others,Delivery
1146,Positive,Company
1147,Company,Positive
1148,Delivery,Positive
1149,Company,Positive
1150,Positive,Others
1151,Positive,Company
1152,Positive,Others
1153,Positive,Others
1154,Positive,Others
1155,Positive,Others
1156,Delivery,Company
1157,Positive,Company
1158,Company,Positive
1159,Positive,Company
1160,Company,Positive
1161,Delivery,Company
1162,Positive,Company
1163,Positive,Delivery
1164,Positive,Company
1165,Company,Positive
1166,Positive,Delivery
1167,Positive,Company
1168,Positive,Company
1169,Delivery,Positive
1170,Delivery,Positive
1171,Positive,Delivery
1172,Delivery,Positive
1173,Delivery,Positive
1174,Positive,Others
1175,Positive,Others
1176,Positive,Others
1177,Positive,Others
1178,Positive,Company
1179,Positive,Company
1180,Delivery,Company
1181,Positive,Company
1182,Positive,Company
1183,Positive,Others
1184,Positive,Others
1185,Positive,Others
1186,Positive,Others
1187,Positive,Others
1188,Positive,Company
1189,Delivery,Positive
1190,Delivery,Positive
1191,Delivery,Positive
1192,Positive,Delivery
1193,Positive,Delivery
1194,Positive,Delivery
1195,Positive,Delivery
1196,Positive,Company
1197,Delivery,Missing Items
1198,Positive,Company
1199,Delivery,Company
1200,Positive,Missing Items
1201,Positive,Company
1202,Positive,Others
1203,Positive,Others
1204,Positive,Others
1205,Positive,Others
1206,Positive,Delivery
1207,Positive,Delivery
1208,Positive,Delivery
1209,Positive,Others
1210,Positive,Others
1211,Positive,Others
1212,Positive,Others
1213,Positive,Others
1214,Positive,Delivery
1215,Positive,Delivery
1216,Positive,Others
1217,Positive,Others
1218,Positive,Others
1219,Positive,Others
1220,Positive,Others
1221,Positive,Delivery
1222,Positive,Others
1223,Positive,Company
1224,Company,Positive
1225,Positive,Company
1226,Positive,Delivery
1227,Delivery,Positive
1228,Positive,Company
1229,Company,Positive
1230,Delivery,Positive
1231,Positive,Others
1232,Company,Positive
1233,Delivery,Positive
1234,Positive,Others
1235,Positive,Others
1236,Positive,Others
1237,Positive,Others
1238,Positive,Others
1239,Positive,Others
1240,Positive,Others
1241,Positive,Others
1242,Positive,Others
1243,Positive,Others
1244,Positive,Others
1245,Positive,Others
1246,Positive,Others
1247,Positive,Others
1248,Positive,Others
1249,Positive,Others
1250,Positive,Others
1251,Positive,Company
1252,Company,Positive
1253,Positive,Company
1254,Positive,Company
1255,Delivery,Positive
1256,Positive,Company
1257,Positive,Company
1258,Positive,Company
1259,Positive,Company
1260,Positive,Delivery
1261,Delivery,Positive
1262,Missing Items,Positive
1263,Company,Delivery
1264,Positive,Company
1265,Company,Delivery
1266,Wrong Item,Missing Items
1267,Company,Missing Items
1268,Delivery,Company
1269,Delivery,Positive
1270,Positive,Company
1271,Positive,Delivery
1272,Company,Positive
1273,Company,Delivery
1274,Positive,Company
1275,Positive,Delivery
1276,Positive,Company
1277,Positive,Company
1278,Positive,Delivery
1279,Positive,Company
1280,Positive,Company
1281,Positive,Company
1282,Positive,Company
1283,Positive,Company
1284,Company,Positive
1285,Positive,Company
1286,Positive,Company
1287,Positive,Company
1288,Positive,Company
1289,Positive,Company
1290,Company,Positive
1291,Delivery,Positive
1292,Delivery,Positive
1293,Positive,Company
1294,Company,Positive
1295,Positive,Others
1296,Positive,Others
1297,Positive,Delivery
1298,Positive,Company
1299,Positive,Others
1300,Positive,Company
1301,Company,Positive
1302,Positive,Company
1303,Positive,Company
1304,Company,Positive
1305,Positive,Others
1306,Positive,Delivery
1307,Positive,Others
